,filename,date,strain,plasmid,backbone,iptg_concentration,median
1007,Huseyin2019-09-27.0148.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,2000,0.7103167176246643
1008,Huseyin2019-09-27.0149.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,0,0.9129294157028198
1009,Huseyin2019-09-27.0150.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,5,0.8256049156188965
1010,Huseyin2019-09-27.0151.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,10,0.8107341527938843
1011,Huseyin2019-09-27.0152.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,20,0.6877944469451904
1012,Huseyin2019-09-27.0153.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,30,0.6729168891906738
1013,Huseyin2019-09-27.0154.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,40,0.6627861261367798
1014,Huseyin2019-09-27.0155.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,70,0.6461979746818542
1015,Huseyin2019-09-27.0156.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,100,0.648156464099884
1016,Huseyin2019-09-27.0157.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,200,0.6561279296875
1017,Huseyin2019-09-27.0158.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,500,0.6530581712722778
1018,Huseyin2019-09-27.0159.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,1000,0.6518329977989197
1019,Huseyin2019-09-27.0160.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,2000,0.698431670665741
1020,Huseyin2019-09-27.0161.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,0,3.357369899749756
1021,Huseyin2019-09-27.0162.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,5,2.7997727394104004
1022,Huseyin2019-09-27.0163.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,10,2.4693655967712402
1023,Huseyin2019-09-27.0164.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,20,2.7053799629211426
1024,Huseyin2019-09-27.0165.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,30,2.7207484245300293
1025,Huseyin2019-09-27.0166.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,40,2.421126365661621
1026,Huseyin2019-09-27.0167.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,70,2.66336989402771
1027,Huseyin2019-09-27.0168.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,100,3.1551382541656494
1028,Huseyin2019-09-27.0169.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,200,2.633859634399414
1029,Huseyin2019-09-27.0170.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,500,3.1515848636627197
1030,Huseyin2019-09-27.0171.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,1000,2.5175325870513916
1031,Huseyin2019-09-27.0172.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,2000,3.898064613342285
1032,Huseyin2019-09-27.0173.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,0,4.356239318847656
1033,Huseyin2019-09-27.0174.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,5,3.0052781105041504
1034,Huseyin2019-09-27.0175.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,10,2.3760907649993896
1035,Huseyin2019-09-27.0176.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,20,1.5292637348175049
1036,Huseyin2019-09-27.0177.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,30,1.1794829368591309
1037,Huseyin2019-09-27.0178.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,40,0.9691141843795776
1038,Huseyin2019-09-27.0179.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,70,0.7082536220550537
1039,Huseyin2019-09-27.0180.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,100,0.7035400867462158
1040,Huseyin2019-09-27.0181.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,200,0.6775738000869751
1041,Huseyin2019-09-27.0182.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,500,0.6689339876174927
1042,Huseyin2019-09-27.0183.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,1000,0.6448424458503723
1043,Huseyin2019-09-27.0184.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,2000,0.6757850050926208
1044,Huseyin2019-09-27.0185.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,0,2.4790451526641846
1045,Huseyin2019-09-27.0186.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,5,1.8155192136764526
1046,Huseyin2019-09-27.0187.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,10,2.2812294960021973
1047,Huseyin2019-09-27.0188.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,20,1.7452391386032104
1048,Huseyin2019-09-27.0189.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,30,0.509721577167511
1049,Huseyin2019-09-27.0190.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,40,0.6283503174781799
1050,Huseyin2019-09-27.0191.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,70,0.5766739845275879
1051,Huseyin2019-09-27.0192.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,100,0.552097499370575
1052,Huseyin2019-09-27.0193.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,200,0.5460560917854309
1053,Huseyin2019-09-27.0194.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,500,0.5299107432365417
1054,Huseyin2019-09-27.0195.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,1000,0.7473011612892151
1055,Huseyin2019-09-27.0196.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,2000,0.7250334620475769
1056,Huseyin2019-09-27.0201.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,0,1.3229241371154785
1057,Huseyin2019-09-27.0202.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,5,0.8474664092063904
1058,Huseyin2019-09-27.0203.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,10,0.749706506729126
1059,Huseyin2019-09-27.0204.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,20,0.6676896214485168
1060,Huseyin2019-09-27.0205.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,30,0.6567550301551819
1061,Huseyin2019-09-27.0206.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,40,0.6571824550628662
1062,Huseyin2019-09-27.0207.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,70,0.6638749241828918
1063,Huseyin2019-09-27.0208.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,100,0.6770274639129639
1064,Huseyin2019-09-27.0209.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,200,0.6568739414215088
1065,Huseyin2019-09-27.0210.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,500,0.7351109385490417
1066,Huseyin2019-09-27.0211.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,1000,0.9300152063369751
1067,Huseyin2019-09-27.0212.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,2000,0.9434017539024353
1068,Huseyin2019-09-27.0213.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,0,1.160201072692871
1069,Huseyin2019-09-27.0214.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,5,0.7926861047744751
1070,Huseyin2019-09-27.0215.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,10,0.7700886726379395
1071,Huseyin2019-09-27.0216.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,20,0.6827121376991272
1072,Huseyin2019-09-27.0217.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,30,0.6510285139083862
1073,Huseyin2019-09-27.0218.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,40,0.6511918306350708
1074,Huseyin2019-09-27.0219.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,70,0.6475142240524292
1075,Huseyin2019-09-27.0220.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,100,0.6664506196975708
1076,Huseyin2019-09-27.0221.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,200,0.6381656527519226
1077,Huseyin2019-09-27.0222.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,500,0.6319553852081299
1078,Huseyin2019-09-27.0223.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,1000,0.6280495524406433
1079,Huseyin2019-09-27.0224.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,2000,0.6414669752120972
1080,Huseyin2019-09-27.0225.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,0,1.6047064065933228
1081,Huseyin2019-09-27.0226.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,5,1.3317395448684692
1082,Huseyin2019-09-27.0227.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,10,0.9978917837142944
1083,Huseyin2019-09-27.0228.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,20,0.7728118896484375
1084,Huseyin2019-09-27.0229.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,30,0.7005358338356018
1085,Huseyin2019-09-27.0230.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,40,0.6703808903694153
1086,Huseyin2019-09-27.0231.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,70,0.6636120080947876
1087,Huseyin2019-09-27.0232.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,100,0.651537299156189
1088,Huseyin2019-09-27.0233.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,200,0.6404263973236084
1089,Huseyin2019-09-27.0234.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,500,0.6313620209693909
1090,Huseyin2019-09-27.0235.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,1000,0.648515522480011
1091,Huseyin2019-09-27.0236.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,2000,0.6375446319580078
1092,Huseyin2019-09-27.0237.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,0,0.7895485162734985
1093,Huseyin2019-09-27.0238.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,5,0.668144941329956
1094,Huseyin2019-09-27.0239.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,10,0.6535515189170837
1095,Huseyin2019-09-27.0240.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,20,0.6528186202049255
1096,Huseyin2019-09-27.0241.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,30,0.6692638397216797
1097,Huseyin2019-09-27.0242.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,40,0.6761453151702881
1098,Huseyin2019-09-27.0243.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,70,0.6646396517753601
1099,Huseyin2019-09-27.0244.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,100,0.6816385388374329
1100,Huseyin2019-09-27.0245.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,200,0.6560389995574951
1101,Huseyin2019-09-27.0246.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,500,0.6904049515724182
1102,Huseyin2019-09-27.0247.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,1000,0.6816385388374329
1103,Huseyin2019-09-27.0248.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,2000,0.6820611953735352
1104,Huseyin2019-09-27.0249.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,0,0.9689289331436157
1105,Huseyin2019-09-27.0250.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,5,0.8493961095809937
1106,Huseyin2019-09-27.0251.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,10,0.6911526322364807
1107,Huseyin2019-09-27.0252.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,20,0.678803563117981
1108,Huseyin2019-09-27.0253.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,30,0.6512526273727417
1109,Huseyin2019-09-27.0254.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,40,0.6527016162872314
1110,Huseyin2019-09-27.0255.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,70,0.6582898497581482
1111,Huseyin2019-09-27.0256.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,100,0.6613366603851318
1112,Huseyin2019-09-27.0257.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,200,0.6585622429847717
1113,Huseyin2019-09-27.0258.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,500,0.6791961193084717
1114,Huseyin2019-09-27.0259.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,1000,0.6561174392700195
1115,Huseyin2019-09-27.0260.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,2000,0.6690931916236877
1116,Huseyin2019-09-27.0261.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,0,1.159910798072815
1117,Huseyin2019-09-27.0262.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,5,0.8549283742904663
1118,Huseyin2019-09-27.0263.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,10,0.804165244102478
1119,Huseyin2019-09-27.0264.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,20,0.6926388740539551
1120,Huseyin2019-09-27.0265.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,30,0.707446277141571
1121,Huseyin2019-09-27.0266.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,40,0.6645185947418213
1122,Huseyin2019-09-27.0267.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,70,0.6663215756416321
1123,Huseyin2019-09-27.0268.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,100,0.6623073816299438
1124,Huseyin2019-09-27.0269.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,200,0.6690014004707336
1125,Huseyin2019-09-27.0270.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,500,0.6776238083839417
1126,Huseyin2019-09-27.0271.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,1000,0.6591957807540894
1127,Huseyin2019-09-27.0272.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,2000,0.6736978888511658
1128,Huseyin2019-09-27.0273.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,0,1.1091456413269043
1129,Huseyin2019-09-27.0274.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,5,0.8904523253440857
1130,Huseyin2019-09-27.0275.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,10,0.8549283742904663
1131,Huseyin2019-09-27.0276.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,20,0.6984071135520935
1132,Huseyin2019-09-27.0277.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,30,0.682905375957489
1133,Huseyin2019-09-27.0278.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,40,0.6713197231292725
1134,Huseyin2019-09-27.0279.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,70,0.6743374466896057
1135,Huseyin2019-09-27.0280.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,100,0.6675587296485901
1136,Huseyin2019-09-27.0281.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,200,0.6575409770011902
1137,Huseyin2019-09-27.0282.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,500,0.6917593479156494
1138,Huseyin2019-09-27.0283.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,1000,0.6770235896110535
1139,Huseyin2019-09-27.0284.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,2000,0.672004759311676
1152,Huseyin2019-10-02.0001.fcs,2019-10-02,KT 2440,1201,pSeva231,0,0.8798747062683105
1153,Huseyin2019-10-02.0002.fcs,2019-10-02,KT 2440,1201,pSeva231,5,0.8251007795333862
1154,Huseyin2019-10-02.0003.fcs,2019-10-02,KT 2440,1201,pSeva231,10,0.8443440198898315
1155,Huseyin2019-10-02.0004.fcs,2019-10-02,KT 2440,1201,pSeva231,20,0.8434840440750122
1156,Huseyin2019-10-02.0005.fcs,2019-10-02,KT 2440,1201,pSeva231,30,0.8134993314743042
1157,Huseyin2019-10-02.0006.fcs,2019-10-02,KT 2440,1201,pSeva231,40,0.8154705166816711
1158,Huseyin2019-10-02.0007.fcs,2019-10-02,KT 2440,1201,pSeva231,70,0.9643983840942383
1159,Huseyin2019-10-02.0008.fcs,2019-10-02,KT 2440,1201,pSeva231,100,0.7983312606811523
1160,Huseyin2019-10-02.0009.fcs,2019-10-02,KT 2440,1201,pSeva231,200,0.8004000186920166
1161,Huseyin2019-10-02.0010.fcs,2019-10-02,KT 2440,1201,pSeva231,500,0.7903618812561035
1162,Huseyin2019-10-02.0011.fcs,2019-10-02,KT 2440,1201,pSeva231,1000,0.8558661341667175
1163,Huseyin2019-10-02.0012.fcs,2019-10-02,KT 2440,1201,pSeva231,2000,0.9972121119499207
1164,Huseyin2019-10-02.0013.fcs,2019-10-02,KT 2440,1717,pSeva231,0,37.23948669433594
1165,Huseyin2019-10-02.0014.fcs,2019-10-02,KT 2440,1717,pSeva231,5,23.50779914855957
1166,Huseyin2019-10-02.0015.fcs,2019-10-02,KT 2440,1717,pSeva231,10,23.20868682861328
1167,Huseyin2019-10-02.0016.fcs,2019-10-02,KT 2440,1717,pSeva231,20,22.654409408569336
1168,Huseyin2019-10-02.0017.fcs,2019-10-02,KT 2440,1717,pSeva231,30,21.77593994140625
1169,Huseyin2019-10-02.0018.fcs,2019-10-02,KT 2440,1717,pSeva231,40,20.857894897460938
1170,Huseyin2019-10-02.0019.fcs,2019-10-02,KT 2440,1717,pSeva231,70,20.173147201538086
1171,Huseyin2019-10-02.0020.fcs,2019-10-02,KT 2440,1717,pSeva231,100,19.86945343017578
1172,Huseyin2019-10-02.0021.fcs,2019-10-02,KT 2440,1717,pSeva231,200,20.03152084350586
1173,Huseyin2019-10-02.0022.fcs,2019-10-02,KT 2440,1717,pSeva231,500,24.780656814575195
1174,Huseyin2019-10-02.0023.fcs,2019-10-02,KT 2440,1717,pSeva231,1000,18.496976852416992
1175,Huseyin2019-10-02.0024.fcs,2019-10-02,KT 2440,1717,pSeva231,2000,25.633556365966797
1176,Huseyin2019-10-02.0025.fcs,2019-10-02,KT 2440,1818,pSeva231,0,0.8941903114318848
1177,Huseyin2019-10-02.0026.fcs,2019-10-02,KT 2440,1818,pSeva231,5,0.8368360996246338
1178,Huseyin2019-10-02.0027.fcs,2019-10-02,KT 2440,1818,pSeva231,10,0.7960109710693359
1179,Huseyin2019-10-02.0028.fcs,2019-10-02,KT 2440,1818,pSeva231,20,0.792170524597168
1180,Huseyin2019-10-02.0029.fcs,2019-10-02,KT 2440,1818,pSeva231,30,0.8196855187416077
1181,Huseyin2019-10-02.0030.fcs,2019-10-02,KT 2440,1818,pSeva231,40,0.8484916687011719
1182,Huseyin2019-10-02.0031.fcs,2019-10-02,KT 2440,1818,pSeva231,70,0.8737267255783081
1183,Huseyin2019-10-02.0032.fcs,2019-10-02,KT 2440,1818,pSeva231,100,0.8958497047424316
1184,Huseyin2019-10-02.0033.fcs,2019-10-02,KT 2440,1818,pSeva231,200,1.3062553405761719
1185,Huseyin2019-10-02.0034.fcs,2019-10-02,KT 2440,1818,pSeva231,500,4.035356521606445
1186,Huseyin2019-10-02.0035.fcs,2019-10-02,KT 2440,1818,pSeva231,1000,5.612700462341309
1187,Huseyin2019-10-02.0036.fcs,2019-10-02,KT 2440,1818,pSeva231,2000,10.437240600585938
1188,Huseyin2019-10-02.0037.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,0,0.5753825902938843
1189,Huseyin2019-10-02.0038.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,5,0.5954678058624268
1190,Huseyin2019-10-02.0039.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,10,0.6312959790229797
1191,Huseyin2019-10-02.0040.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,20,0.5795717239379883
1192,Huseyin2019-10-02.0041.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,30,0.5817376375198364
1193,Huseyin2019-10-02.0042.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,40,0.593011736869812
1194,Huseyin2019-10-02.0043.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,70,0.5815936326980591
1195,Huseyin2019-10-02.0044.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,100,0.5754274725914001
1196,Huseyin2019-10-02.0045.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,200,0.5620786547660828
1197,Huseyin2019-10-02.0046.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,500,0.5568543076515198
1198,Huseyin2019-10-02.0047.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,1000,0.5546879172325134
1199,Huseyin2019-10-02.0048.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,2000,0.5517452359199524
1200,Huseyin2019-10-02.0049.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,0,30.24871063232422
1201,Huseyin2019-10-02.0050.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,5,22.7424259185791
1202,Huseyin2019-10-02.0051.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,10,24.236433029174805
1203,Huseyin2019-10-02.0052.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,20,23.5543270111084
1204,Huseyin2019-10-02.0053.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,30,24.486560821533203
1205,Huseyin2019-10-02.0054.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,40,25.718952178955078
1206,Huseyin2019-10-02.0055.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,70,23.878787994384766
1207,Huseyin2019-10-02.0056.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,100,23.81477165222168
1208,Huseyin2019-10-02.0057.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,200,23.966732025146484
1209,Huseyin2019-10-02.0058.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,500,20.395614624023438
1210,Huseyin2019-10-02.0059.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,1000,16.37893295288086
1211,Huseyin2019-10-02.0060.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,2000,12.145334243774414
1212,Huseyin2019-10-02.0061.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,0,45.64149475097656
1213,Huseyin2019-10-02.0062.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,5,46.64396667480469
1214,Huseyin2019-10-02.0063.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,10,46.60707092285156
1215,Huseyin2019-10-02.0064.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,20,46.94357681274414
1216,Huseyin2019-10-02.0065.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,30,46.96283721923828
1217,Huseyin2019-10-02.0066.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,40,46.155067443847656
1218,Huseyin2019-10-02.0067.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,70,45.207366943359375
1219,Huseyin2019-10-02.0068.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,100,47.11639404296875
1220,Huseyin2019-10-02.0069.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,200,43.679039001464844
1221,Huseyin2019-10-02.0070.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,500,39.40040588378906
1222,Huseyin2019-10-02.0071.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,1000,37.966651916503906
1223,Huseyin2019-10-02.0072.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,2000,35.605613708496094
1224,Huseyin2019-10-02.0073.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,0,29.09617805480957
1225,Huseyin2019-10-02.0074.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,5,27.452396392822266
1226,Huseyin2019-10-02.0075.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,10,25.98895835876465
1227,Huseyin2019-10-02.0076.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,20,25.846969604492188
1228,Huseyin2019-10-02.0077.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,30,26.140743255615234
1229,Huseyin2019-10-02.0078.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,40,26.00138282775879
1230,Huseyin2019-10-02.0079.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,70,26.305587768554688
1231,Huseyin2019-10-02.0080.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,100,25.98617935180664
1232,Huseyin2019-10-02.0081.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,200,24.93938636779785
1233,Huseyin2019-10-02.0082.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,500,24.15935516357422
1234,Huseyin2019-10-02.0083.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,1000,23.73870086669922
1235,Huseyin2019-10-02.0084.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,2000,24.34558868408203
1236,Huseyin2019-10-02.0085.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,0,28.676372528076172
1237,Huseyin2019-10-02.0086.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,5,28.346529006958008
1238,Huseyin2019-10-02.0087.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,10,31.955516815185547
1239,Huseyin2019-10-02.0088.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,20,31.333343505859375
1240,Huseyin2019-10-02.0089.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,30,31.24754524230957
1241,Huseyin2019-10-02.0090.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,40,27.699859619140625
1242,Huseyin2019-10-02.0091.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,70,27.48147201538086
1243,Huseyin2019-10-02.0092.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,100,25.689273834228516
1244,Huseyin2019-10-02.0093.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,200,26.52880859375
1245,Huseyin2019-10-02.0094.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,500,27.408855438232422
1246,Huseyin2019-10-02.0095.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,1000,24.605443954467773
1247,Huseyin2019-10-02.0096.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,2000,26.79241943359375
1248,Huseyin2019-10-02.0101.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,0,39.349239349365234
1249,Huseyin2019-10-02.0102.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,5,35.8656120300293
1250,Huseyin2019-10-02.0103.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,10,34.4222412109375
1251,Huseyin2019-10-02.0104.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,20,32.89165115356445
1252,Huseyin2019-10-02.0105.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,30,27.261327743530273
